rentree_scolaire;code_region;region;code_de_l_academie;academie;code_du_departement;departement;code_insee_de_la_commune;nom_de_la_commune;uai;secteur;ips;ips_national_prive;ips_national_public;ips_national;ips_academique_prive;ips_academique_public;ips_academique;ips_departemental_prive;ips_departemental_public;ips_departemental;num_ligne;appellation_officielle;libelle_commune;code_departement;code_commune;libelle_departement;libelle_academie;position
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59280;HAMEL;0591316K;public;93.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49206.0;Ecole primaire;Hamel;059;59280;Nord;Lille;50.27919837979578,3.0759195943590747
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59344;LEVAL;0591517D;public;90.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49239.0;Ecole primaire Martha Desrumaux;Leval;059;59344;Nord;Lille;50.189184737469425,3.8394906259906314
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0591562C;public;124.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49244.0;Ecole élémentaire internationale Sophie Germain;Lille;059;59350;Nord;Lille;50.634134600779575,3.0583703411264342
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0591579W;public;84.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49248.0;Ecole élémentaire Arthur Cornette;Lille;059;59350;Nord;Lille;50.63744284848041,3.0816400452330086
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59413;MONTIGNY EN CAMBRESIS;0591882A;public;91.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49302.0;Ecole primaire Les Petits Prés Verts;Montigny-en-Cambrésis;059;59413;Nord;Lille;50.08780583264901,3.4062701456779747
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59536;SAINTE MARIE CAPPEL;0592173S;public;115.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49386.0;Ecole primaire;Sainte-Marie-Cappel;059;59536;Nord;Lille;50.783361319129384,2.5085095779917657
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59183;DUNKERQUE;0592183C;public;76.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49390.0;Ecole élémentaire Vancauwenberghe;Dunkerque;059;59183;Nord;Lille;51.03390138767502,2.3360103032782535
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59599;TOURCOING;0592350J;public;82.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49429.0;Ecole élémentaire Jacquard;Tourcoing;059;59599;Nord;Lille;50.71937335387097,3.147850422039568
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59636;WAMBRECHIES;0592495S;public;109.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49462.0;Ecole élémentaire Jules Ferry;Wambrechies;059;59636;Nord;Lille;50.6858396651705,3.0500895422155847
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59640;WARGNIES LE PETIT;0592505C;public;115.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49466.0;Ecole primaire Centre;Wargnies-le-Petit;059;59640;Nord;Lille;50.29567044643908,3.67465989548468
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59658;WICRES;0592575D;public;113.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49482.0;Ecole primaire La Libaude;Wicres;059;59658;Nord;Lille;50.57094428314047,2.8658602165269906
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59122;CAMBRAI;0592690D;public;98.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49499.0;Ecole élémentaire Martin-Martine;Cambrai;059;59122;Nord;Lille;50.16032208474235,3.261769995866882
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59136;LE CATEAU CAMBRESIS;0596546V;public;81.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50224.0;Ecole primaire publique Paul Langevin;Le Cateau-Cambrésis;059;59136;Nord;Lille;50.11000109315805,3.534619440736294
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59043;BAILLEUL;0595229N;public;100.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50047.0;Ecole primaire Jacques Prévert;Bailleul;059;59043;Nord;Lille;50.71195598795792,2.6805994292241158
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59183;DUNKERQUE;0595498F;public;87.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50074.0;Ecole primaire la Porte d'Eau - Château d'Eau;Dunkerque;059;59183;Nord;Lille;51.03551548535633,2.3851300962656556
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59094;BOURBOURG;0596296Y;public;77.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50146.0;Ecole primaire Jean-Michel Billaut;Bourbourg;059;59094;Nord;Lille;50.945999596187384,2.1984796161538465
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59654;WAZIERS;0596303F;public;70.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50152.0;Ecole élémentaire Copernic;Waziers;059;59654;Nord;Lille;50.37362228513657,3.1072004233390653
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59183;DUNKERQUE;0596304G;privé sous contrat;115.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50153.0;Ecole primaire privée Saint Christophe;Dunkerque;059;59183;Nord;Lille;51.04315546229068,2.405430170329725
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59328;LAMBERSART;0596393D;public;129.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50168.0;Ecole primaire Rameau;Lambersart;059;59328;Nord;Lille;50.6579538819953,3.036730651353358
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59426;NEUVILLE EN FERRAIN;0596532E;public;107.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50219.0;Ecole primaire Camille Claudel;Neuville-en-Ferrain;059;59426;Nord;Lille;50.749498290949205,3.1798096769162907
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62097;BEAUMETZ LES LOGES;0620700Z;public;111.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51011.0;Ecole primaire;Beaumetz-lès-Loges;062;62097;Pas-de-Calais;Lille;50.24419222098422,2.6564399695510446
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62758;SAINT MARTIN BOULOGNE;0620873M;public;73.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51045.0;Ecole élémentaire Jean Rostand;Saint-Martin-Boulogne;062;62758;Pas-de-Calais;Lille;50.71032377439374,1.6177109419604212
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62516;LILLERS;0621020X;public;83.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51085.0;Ecole élémentaire Robert Desnos;Lillers;062;62516;Pas-de-Calais;Lille;50.55958301468626,2.4750599466575736
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62155;BONNINGUES LES ARDRES;0621117C;public;83.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51111.0;Ecole élémentaire de la Hem RPI 128;Bonningues-lès-Ardres;062;62155;Pas-de-Calais;Lille;50.791000069096825,2.0116250910929048
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0621140C;public;66.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51122.0;Groupe scolaire Saint-Exupéry;Calais;062;62193;Pas-de-Calais;Lille;50.94648125063264,1.8962302861289722
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62413;HARNES;0621372E;public;76.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51182.0;Ecole élémentaire Joliot-Curie;Harnes;062;62413;Pas-de-Calais;Lille;50.444585358564034,2.8870706325648294
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62073;BAILLEUL SIR BERTHOULT;0621409V;public;123.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51190.0;Ecole primaire Lucie Aubrac;Bailleul-Sir-Berthoult;062;62073;Pas-de-Calais;Lille;50.33811389385344,2.851149866656635
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62108;BERCK;0621563M;public;77.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51222.0;Ecole élémentaire du Foier;Berck;062;62108;Pas-de-Calais;Lille;50.40911968909048,1.5874297498143632
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62312;ESTREE;0621625E;public;111.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51240.0;Ecole élémentaire La Vallée de la Course RPI 83;Estrée;062;62312;Pas-de-Calais;Lille;50.49937482617241,1.789869477665212
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62870;WAILLY BEAUCAMP;0621674H;public;99.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51251.0;Ecole primaire Jean Moulin;Wailly-Beaucamp;062;62870;Pas-de-Calais;Lille;50.41963523614982,1.7266297457686153
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62014;AIRE SUR LA LYS;0621742G;public;84.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51271.0;Ecole élémentaire Jules Ferry;Aire-sur-la-Lys;062;62014;Pas-de-Calais;Lille;50.63566870338758,2.3988104732018494
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62140;BLEQUIN;0621843S;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51291.0;Ecole élémentaire RPI 130;Bléquin;062;62140;Pas-de-Calais;Lille;50.66330346100038,1.9871498034013275
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62308;ESCOEUILLES;0621853C;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51297.0;Ecole primaire RPI 157;Escoeuilles;062;62308;Pas-de-Calais;Lille;50.72597676676116,1.9245294800542243
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62077;BAJUS;0621901E;public;105.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51312.0;Ecole élémentaire RPI 155;Bajus;062;62077;Pas-de-Calais;Lille;50.42185296336262,2.482090056751285
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62212;CAPELLE LES HESDIN;0621976L;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51326.0;Ecole primaire RPI 8;Capelle-lès-Hesdin;062;62212;Pas-de-Calais;Lille;50.341250601520514,1.9992593078274403
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0622657B;privé sous contrat;120.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51418.0;Ecole primaire privée Saint Louis - Ste Jeanne d'Arc;Hénin-Beaumont;062;62427;Pas-de-Calais;Lille;50.42039223873243,2.955460019486251
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622738P;privé sous contrat;109.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51463.0;Ecole primaire privée Jeanne d'Arc;Calais;062;62193;Pas-de-Calais;Lille;50.94342080667202,1.852550429620221
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62755;SAINT LEONARD;0622839Z;public;114.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51491.0;Ecole élémentaire Aurore;Saint-Léonard;062;62755;Pas-de-Calais;Lille;50.69440061856109,1.623030281340693
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0622911C;public;83.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51502.0;Ecole primaire Alphonse de Lamartine;Saint-Omer;062;62765;Pas-de-Calais;Lille;50.757448224359095,2.26191975983224
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62311;ESTEVELLES;0623046Z;public;103.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51544.0;Ecole primaire Jacques Prévert;Estevelles;062;62311;Pas-de-Calais;Lille;50.4769462153446,2.9070825288716016
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62543;MAMETZ;0623540L;public;97.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51662.0;Ecole primaire Les Tilleuls Centre;Mametz;062;62543;Pas-de-Calais;Lille;50.63439046412743,2.3221001486411113
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62099;BEAURAINS;0623756W;privé sous contrat;120.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51681.0;Ecole primaire privée Saint Jean-Notre-Dame;Beaurains;062;62099;Pas-de-Calais;Lille;50.25921325436124,2.7881396776035223
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62201;CAMIERS;0623769K;public;94.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51688.0;Ecole primaire Hervé Charpentier;Camiers;062;62201;Pas-de-Calais;Lille;50.56942091208317,1.613366114371046
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62413;HARNES;0623772N;public;90.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51690.0;Ecole primaire Henri Barbusse;Harnes;062;62413;Pas-de-Calais;Lille;50.4492623889633,2.9008801220611606
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0623847V;public;74.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51711.0;Ecole primaire Robert Allemand;Calais;062;62193;Pas-de-Calais;Lille;50.95011959978912,1.8800694316040354
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62034;ANNEQUIN;0623992C;public;89.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51752.0;Ecole élémentaire André Deuve;Annequin;062;62034;Pas-de-Calais;Lille;50.512513764727736,2.7246495756000764
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0624013A;public;89.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51762.0;Ecole élémentaire George Sand;Liévin;062;62510;Pas-de-Calais;Lille;50.43100815147403,2.7764293808802893
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59286;HAUBOURDIN;0592877G;public;86.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49511.0;Ecole élémentaire Roger Salengro;Haubourdin;059;59286;Nord;Lille;50.601777929195805,2.9906196037694586
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59324;JEUMONT;0593492A;public;71.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49520.0;Ecole élémentaire Willy Dubois;Jeumont;059;59324;Nord;Lille;50.29477613160707,4.099790800602907
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59122;CAMBRAI;0593525L;public;78.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49528.0;Ecole élémentaire Kennedy;Cambrai;059;59122;Nord;Lille;50.1693393853605,3.264159823936115
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59398;MERIGNIES;0593546J;public;140.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49546.0;Ecole primaire Jacques Brel;Mérignies;059;59398;Nord;Lille;50.503822922653725,3.111029886335189
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59402;MILLAM;0593547K;public;97.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49547.0;Ecole primaire;Millam;059;59402;Nord;Lille;50.85531178506841,2.2510306853100577
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59495;RECQUIGNIES;0593550N;public;83.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49550.0;Ecole élémentaire du Centre;Recquignies;059;59495;Nord;Lille;50.2843786645677,4.037890124973561
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59124;CAMPHIN EN PEVELE;0593633D;public;123.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49576.0;Ecole primaire Pasteur;Camphin-en-Pévèle;059;59124;Nord;Lille;50.596883779320194,3.2535298850823438
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59458;PERONNE EN MELANTOIS;0593637H;public;135.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49579.0;Ecole primaire La Fontaine;Péronne-en-Mélantois;059;59458;Nord;Lille;50.566767765551575,3.1663101477958975
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59599;TOURCOING;0593862C;privé sous contrat;95.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49669.0;Ecole primaire privée Notre-Dame de La Marlière;Tourcoing;059;59599;Nord;Lille;50.73489800805936,3.193360529297996
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0593893L;privé sous contrat;122.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49678.0;Ecole primaire privée Sainte Anne;Lille;059;59350;Nord;Lille;50.64782531855458,2.988440182396552
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59360;LOOS;0593897R;privé sous contrat;116.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49680.0;Ecole primaire privée Saint Vincent;Loos;059;59360;Nord;Lille;50.610998976335836,3.0201506791169552
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59535;SAINT JANS CAPPEL;0594085V;privé sous contrat;122.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49761.0;Ecole primaire privée Saint Joseph;Saint-Jans-Cappel;059;59535;Nord;Lille;50.762579129051616,2.7219097644564463
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59183;DUNKERQUE;0594086W;privé sous contrat;95.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49762.0;Ecole primaire privée Sacré-Coeur;Dunkerque;059;59183;Nord;Lille;51.02853847284775,2.3451503580859208
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59009;VILLENEUVE D ASCQ;0594126P;privé sous contrat;137.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49780.0;Ecole primaire privée Saint Adrien La Salle;Villeneuve-d'Ascq;059;59009;Nord;Lille;50.62873883954925,3.1498297846196275
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59569;SIN LE NOBLE;0594212H;public;82.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49822.0;Ecole primaire Paul Langevin;Sin-le-Noble;059;59569;Nord;Lille;50.35692080383554,3.104310614383567
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59075;BETHENCOURT;0594466J;public;98.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49869.0;Ecole primaire du Printemps;Béthencourt;059;59075;Nord;Lille;50.13567660132205,3.4315896430376
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62376;GONNEHEM;0623054H;public;104.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51547.0;Ecole primaire Jules Verne;Gonnehem;062;62376;Pas-de-Calais;Lille;50.56265405681765,2.5713462823279745
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59013;ANSTAING;0590479A;public;122.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49031.0;Ecole primaire Andrée Chédid;Anstaing;059;59013;Nord;Lille;50.606761257647044,3.189790115238246
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59017;ARMENTIERES;0590519U;public;78.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49036.0;Ecole élémentaire Jean Macé;Armentières;059;59017;Nord;Lille;50.684414680549054,2.8880097093062966
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59043;BAILLEUL;0590587T;public;109.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49049.0;Ecole primaire Pieter Brueghel;Bailleul;059;59043;Nord;Lille;50.719593158432794,2.7829901980790015
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59067;BERGUES;0590639Z;public;87.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49059.0;Ecole élémentaire Lamartine;Bergues;059;59067;Nord;Lille;50.96664746792724,2.4314899634193177
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59122;CAMBRAI;0590771T;public;87.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49092.0;Ecole primaire Jacques Brel;Cambrai;059;59122;Nord;Lille;50.17938511625708,3.217549746917795
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59128;CAPINGHEM;0590783F;public;123.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49094.0;Ecole primaire Lucie Aubrac;Capinghem;059;59128;Nord;Lille;50.64435420713483,2.9618806422953607
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59150;COBRIEUX;0590842V;public;137.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49112.0;Ecole primaire;Cobrieux;059;59150;Nord;Lille;50.54345375856525,3.2281605862167155
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59191;ELINCOURT;0590985A;public;81.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49139.0;Ecole primaire;Elincourt;059;59191;Nord;Lille;50.04368545804327,3.3708298676825152
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59466;PONT A MARCQ;0591051X;public;118.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49153.0;Groupe scolaire Philippe-Laurent Roland;Pont-à-Marcq;059;59466;Nord;Lille;50.52243285403673,3.1175192996697523
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59475;PROUVY;0591068R;public;91.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49156.0;Ecole élémentaire Maurice Noiret;Prouvy;059;59475;Nord;Lille;50.32195546697085,3.451019396914058
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59206;ESCAUDOEUVRES;0591102C;public;95.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49161.0;Ecole élémentaire Joliot-Curie;Escaudoeuvres;059;59206;Nord;Lille;50.19367124441902,3.2692999678282093
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59249;FOURMIES;0591219E;public;78.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49180.0;Ecole élémentaire Camille Dubocage;Fourmies;059;59249;Nord;Lille;50.018699711098115,4.045360467554411
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59507;RONCHIN;0592028J;public;107.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49345.0;Ecole élémentaire Pierre Brossolette;Ronchin;059;59507;Nord;Lille;50.60539086963338,3.08531952849993
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59512;ROUBAIX;0592073H;public;64.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49356.0;Ecole élémentaire Lakanal;Roubaix;059;59512;Nord;Lille;50.68824409486334,3.1620993319635975
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59522;SAILLY LEZ LANNOY;0592134Z;public;124.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49374.0;Ecole élémentaire René Soetard;Sailly-lez-Lannoy;059;59522;Nord;Lille;50.64847440207883,3.2226094082234074
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59551;SAMEON;0592213K;public;122.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49395.0;Ecole primaire;Saméon;059;59551;Nord;Lille;50.47756098724943,3.3339395947624793
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59568;SERCUS;0592245V;public;107.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49402.0;Ecole primaire des trois pommes;Sercus;059;59568;Nord;Lille;50.70637903683517,2.4565995501159974
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59599;TOURCOING;0592366B;public;85.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49433.0;Ecole élémentaire Rouget de Lisle;Tourcoing;059;59599;Nord;Lille;50.735293359357506,3.1635806096490113
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59612;VERTAIN;0592437D;public;110.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49452.0;Ecole primaire;Vertain;059;59612;Nord;Lille;50.21411629676759,3.5264706743368297
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59615;VIEUX BERQUIN;0592444L;public;106.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49454.0;Ecole primaire du Drooghout;Vieux-Berquin;059;59615;Nord;Lille;50.70764636561491,2.600310289603278
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59650;WATTRELOS;0592547Y;public;88.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49477.0;Ecole primaire Jean Macé;Wattrelos;059;59650;Nord;Lille;50.697355154915805,3.2061504514474906
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59654;WAZIERS;0592569X;public;78.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49481.0;Ecole élémentaire Guironnet;Waziers;059;59654;Nord;Lille;50.38460394692239,3.1057901586836527
