Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2021-2022;LILLE;062;PAS-DE-CALAIS;0621093B;ECOLE ELEMENTAIRE DES DUNES D OYE;62645;OYE PLAGE;public;97.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0621104N;ECOLE ELEMENTAIRE DOMINIQUE POURRE;62852;VIEILLE EGLISE;public;97.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0621138A;ECOLE PRIMAIRE HONORE DE BALZAC NOUVELLE FRANCE;62193;CALAIS;public;80.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0621152R;ECOLE ELEMENTAIRE CENTRE;62244;COULOGNE;public;106.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0621190G;ECOLE PRIMAIRE LE VILLAGE RPI 101;62054;AUDINGHEN;public;109.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0621191H;ECOLE PRIMAIRE LES FLOBARTS;62056;AUDRESSELLES;public;91.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0621203W;ECOLE ELEMENTAIRE DES CARRIERES;62560;MARQUISE;public;96.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0621293U;ECOLE ELEMENTAIRE GUY MOLLET;62427;HENIN BEAUMONT;public;81.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0621366Y;ECOLE ELEMENTAIRE BERLINGUEZ;62250;COURRIERES;public;87.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0621370C;ECOLE ELEMENTAIRE DENIS DIDEROT;62413;HARNES;public;89.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0621381P;ECOLE ELEMENTAIRE PIERRE BROSSOLETTE;62637;OIGNIES;public;89.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0621382R;ECOLE ELEMENTAIRE ANDRE PANTIGNY;62637;OIGNIES;public;96.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0621386V;ECOLE ELEMENTAIRE GEORGES BRASSENS;62637;OIGNIES;public;81.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0621413Z;ECOLE PRIMAIRE CONDORCET;62148;BOIS BERNARD;public;117.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0621433W;ECOLE ELEMENTAIRE LOUIS PASTEUR;62570;MERICOURT;public;88.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0621473P;ECOLE PRIMAIRE CLEMENCE QUINIO;62330;FESTUBERT;public;110.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0621534F;ECOLE ELEMENTAIRE LES PLATANES;62573;MEURCHIN;public;99.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0621536H;ECOLE ELEMENTAIRE SOPHIE BERTHELOT;62895;WINGLES;public;80.7
2021-2022;LILLE;062;PAS-DE-CALAIS;0621559H;ECOLE PRIMAIRE PUBLIQUE ADRIENNE BERTELOOT;62510;LIEVIN;public;77.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0621565P;ECOLE PRIMAIRE BREL PERRAULT;62108;BERCK;public;73.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0621600C;ECOLE ELEMENTAIRE RPI 63;62538;MAINTENAY;public;87.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0621602E;ECOLE ELEMENTAIRE RPI 42;62551;MARENLA;public;96.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0621625E;ECOLE PRIMAIRE LA VALLEE DE LA COURSE RPI 83;62312;ESTREE;public;97.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0621649F;ECOLE PRIMAIRE MONVOISIN;62233;CONCHIL LE TEMPLE;public;102.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0621662V;ECOLE ELEMENTAIRE VICTOR HUGO;62588;MONTREUIL;public;96.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0621665Y;ECOLE ELEMENTAIRE JACQUES PREVERT;62688;RANG DU FLIERS;public;92.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0621668B;ECOLE PRIMAIRE;62752;SAINT JOSSE;public;107.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0621691B;ECOLE ELEMENTAIRE JULES FERRY JEAN ZAY;62139;BLENDECQUES;public;78.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0621692C;ECOLE PRIMAIRE MARCEL PAGNOL;62205;CAMPAGNE LES WARDRECQUES;public;99.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0621700L;ECOLE ELEMENTAIRE JULES FERRY;62765;SAINT OMER;public;71.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0621706T;ECOLE ELEMENTAIRE EDMOND MICHELET;62765;SAINT OMER;public;65.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0621746L;ECOLE PRIMAIRE RENE MAGRITTE;62067;AVROULT;public;88.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0621748N;ECOLE PRIMAIRE MIXTE;62153;BOMY;public;88.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0621782A;ECOLE PRIMAIRE REGROUPEMENT PEDAGOGIQUE INTERCOMMUNAL CONCENTRE (RPC) DE FRUGES;62364;FRUGES;public;78.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0621819R;ECOLE PRIMAIRE;62519;LISBOURG;public;87.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0621827Z;ECOLE ELEMENTAIRE RPI 115;62668;PREDEFIN;public;89.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0621849Y;GROUPE SCOLAIRE DES 3 EPIS;62265;DELETTES;public;96.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0621850Z;ECOLE PRIMAIRE CENTRE;62271;DOHEM;public;92.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0621858H;ECOLE ELEMENTAIRE RPI 110;62419;HAUT LOQUIN;public;85.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0621869V;ECOLE ELEMENTAIRE RPI 133;62675;QUERCAMPS;public;89.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0622325R;ECOLE PRIMAIRE GAËTAN MARICHEZ;62036;ANVIN;public;80.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0622330W;ECOLE PRIMAIRE MARCEL PAGNOL;62195;CALONNE SUR LA LYS;public;99.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0622335B;GROUPE SCOLAIRE DE LA LIETTE;62297;EPERLECQUES;public;94.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0622391M;ECOLE PRIMAIRE DU RIETZ;62445;HESDIGNEUL LES BETHUNE;public;98.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0622448Z;ECOLE ELEMENTAIRE HENRI WALLON;62065;AVION;public;74.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0622452D;ECOLE PRIMAIRE LE CHAT BOTTE;62204;CAMPAGNE LES HESDIN;public;97.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0622466U;ECOLE ELEMENTAIRE CAUDRON;62178;BRUAY LA BUISSIERE;public;73.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0622469X;ECOLE PRIMAIRE;62649;PAS EN ARTOIS;public;88.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0622540Z;ECOLE ELEMENTAIRE JACQUES PREVERT;62051;AUCHY LES MINES;public;89.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0622557T;ECOLE PRIMAIRE FREDERIC JOLIOT CURIE;62340;FLORINGHEM;public;106.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0622583W;ECOLE PRIMAIRE PRIVEE NOTRE DAME SAINTE MARIE;62765;SAINT OMER;privé sous contrat;109.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0622584X;ECOLE PRIMAIRE PRIVEE NOTRE DAME ENCLOS;62765;SAINT OMER;privé sous contrat;121.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0622608Y;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62108;BERCK;privé sous contrat;108.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0622614E;ECOLE PRIMAIRE PRIVEE SAINT CHRISTOPHE;62119;BETHUNE;privé sous contrat;97.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0622616G;ECOLE PRIMAIRE PRIVEE SAINTE FAMILLE;62139;BLENDECQUES;privé sous contrat;91.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0622620L;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;62170;BOUVIGNY BOYEFFLES;privé sous contrat;114.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0622621M;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;62190;BUSNES;privé sous contrat;114.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0622628V;ECOLE PRIMAIRE PRIVEE SAINT MICHEL SAINT JOSEPH;62318;ETAPLES;privé sous contrat;102.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0622638F;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LOURDES;62468;HUMIERES;privé sous contrat;109.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0622648S;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62595;MOULLE;privé sous contrat;118.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0622650U;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;62279;DUISANS;privé sous contrat;123.7
2021-2022;LILLE;062;PAS-DE-CALAIS;0622664J;ECOLE PRIMAIRE PRIVEE SAINT PAUL SAINT JOSEPH;62502;LESTREM;privé sous contrat;118.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0622672T;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;62609;NEUVILLE SAINT VAAST;privé sous contrat;124.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0622674V;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62620;NORRENT FONTES;privé sous contrat;105.7
2021-2022;LILLE;062;PAS-DE-CALAIS;0622679A;ECOLE PRIMAIRE PRIVEE LA PROVIDENCE;62649;PAS EN ARTOIS;privé sous contrat;96.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0622696U;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;62894;WIMILLE;privé sous contrat;119.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0622704C;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE GRACE;62038;ARDRES;privé sous contrat;103.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0622718T;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62063;AVESNES LE COMTE;privé sous contrat;107.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0622737N;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;62193;CALAIS;privé sous contrat;112.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0622746Y;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;62244;COULOGNE;privé sous contrat;111.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0622759M;ECOLE ELEMENTAIRE;62684;RACQUINGHEM;public;97.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0622816Z;ECOLE PRIMAIRE JEAN MOULIN;62099;BEAURAINS;public;96.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0622828M;ECOLE PRIMAIRE LE VERT GINIAU BLANCHE NEIGE;62448;HESDIN L ABBE;public;108.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0622833T;ECOLE PRIMAIRE;62569;MERCK SAINT LIEVIN;public;100.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0622851M;ECOLE PRIMAIRE HERRIOT VIART;62041;ARRAS;public;70.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0622897M;ECOLE ELEMENTAIRE PIERRE CURIE;62170;BOUVIGNY BOYEFFLES;public;105.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0622905W;ECOLE ELEMENTAIRE LOUIS PASTEUR;62893;WIMEREUX;public;98.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0622920M;ECOLE PRIMAIRE;62141;BLESSY;public;98.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0622970S;ECOLE PRIMAIRE ROUSSEAU LEGRAND;62427;HENIN BEAUMONT;public;81.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0622991P;ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE;62038;ARDRES;public;97.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0623001A;ECOLE ELEMENTAIRE LES TILLEULS;62643;OUTREAU;public;76.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0623030G;ECOLE ELEMENTAIRE LEOPOLD SEDAR SENGHOR;62004;ACHICOURT;public;105.7
2021-2022;LILLE;062;PAS-DE-CALAIS;0623035M;ECOLE ELEMENTAIRE JEAN JAURES;62178;BRUAY LA BUISSIERE;public;76.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0623046Z;ECOLE PRIMAIRE JACQUES PREVERT;62311;ESTEVELLES;public;101.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0623147J;ECOLE PRIMAIRE MAURICE THOREZ;62277;DROCOURT;public;73.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0623366X;ECOLE ELEMENTAIRE ANATOLE FRANCE;62801;SOUCHEZ;public;114.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0623368Z;ECOLE ELEMENTAIRE SUZANNE BLIN;62895;WINGLES;public;90.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0623375G;ECOLE ELEMENTAIRE OVIDE LEROY;62528;LOOS EN GOHELLE;public;94.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0623385T;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62534;LUMBRES;privé sous contrat;103.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0623402L;ECOLE PRIMAIRE PAUL VERLAINE;62525;LONGUENESSE;public;88.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0623403M;ECOLE PRIMAIRE ALBERT CAMUS;62040;ARQUES;public;77.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0623425L;ECOLE ELEMENTAIRE;62259;CROISILLES;public;94.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0623433V;ECOLE ELEMENTAIRE ALFRED MAËS;62498;LENS;public;63.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0623436Y;ECOLE ELEMENTAIRE PAUL LANGEVIN;62457;HOUDAIN;public;91.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0623442E;ECOLE PRIMAIRE;62264;DANNES;public;93.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0623443F;ECOLE PRIMAIRE JEAN JAURES;62907;LIBERCOURT;public;82.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0623450N;ECOLE PRIMAIRE SADI CARNOT;62473;ISBERGUES;public;108.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0623457W;ECOLE PRIMAIRE LA CLARENCE;62713;ROBECQ;public;115.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0623469J;ECOLE PRIMAIRE EMILE LOUBET SAINT EXUPERY;62178;BRUAY LA BUISSIERE;public;83.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0623500T;ECOLE ELEMENTAIRE JULIETTE WANTIEZ;62033;ANNAY;public;97.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0623506Z;ECOLE ELEMENTAIRE JEAN JAURES;62771;SALLAUMINES;public;73.7
2021-2022;LILLE;062;PAS-DE-CALAIS;0623511E;ECOLE ELEMENTAIRE PAUL ELUARD ELSA TRIOLET;62443;HERSIN COUPIGNY;public;93.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0623530A;ECOLE ELEMENTAIRE LOUIS PASTEUR;62400;HAILLICOURT;public;83.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0623532C;ECOLE PRIMAIRE YVES COUSTEAU;62464;HULLUCH;public;84.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0623536G;ECOLE ELEMENTAIRE VOLTAIRE;62498;LENS;public;63.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0623541M;ECOLE PRIMAIRE PIERRE ET MARIE CURIE;62240;CORBEHEM;public;94.7
2021-2022;LILLE;062;PAS-DE-CALAIS;0623643Y;ECOLE PRIMAIRE SAINT EXUPERY;62486;LAMBRES;public;99.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0623666Y;ECOLE ELEMENTAIRE EDOUARD VAILLANT;62643;OUTREAU;public;92.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0623757X;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH SAINT DOMINIQUE SAVIO;62108;BERCK;privé sous contrat;102.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0623773P;ECOLE PRIMAIRE JEAN MACE;62498;LENS;public;67.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0623778V;ECOLE PRIMAIRE DOLLET LE FORESTEL;62652;PERNES;public;99.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0623808C;ECOLE PRIMAIRE JULES FERRY LES SABLONS;62473;ISBERGUES;public;80.2
2021-2022;LILLE;062;PAS-DE-CALAIS;0623809D;ECOLE ELEMENTAIRE MAURICE CAREME;62480;LABOURSE;public;96.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0623810E;ECOLE PRIMAIRE CITE SCOLAIRE HENRI PUCHOIS;62491;LAVENTIE;public;110.7
2021-2022;LILLE;062;PAS-DE-CALAIS;0623811F;ECOLE ELEMENTAIRE JULES FERRY PIERRE BROSSOLETTE;62724;ROUVROY;public;83.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0623814J;ECOLE ELEMENTAIRE ALPHONSE DE LAMARTINE;62048;AUCHEL;public;74.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0623847V;ECOLE PRIMAIRE ROBERT ALLEMAND;62193;CALAIS;public;69.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0623860J;ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE;62270;DIVION;public;75.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0623866R;ECOLE ELEMENTAIRE SIMONE VEIL;62035;ANNEZIN;public;98.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0623871W;ECOLE PRIMAIRE;62202;CAMPAGNE LES BOULONNAIS;public;88.7
2021-2022;LILLE;062;PAS-DE-CALAIS;0623896Y;ECOLE ELEMENTAIRE PIERRE MENDES FRANCE;62560;MARQUISE;public;81.4
2021-2022;LILLE;059;NORD;0590708Z;ECOLE PRIMAIRE LEONARD DE VINCI;59106;BOUVINES;public;126.5
2021-2022;LILLE;059;NORD;0590739H;ECOLE PRIMAIRE CLAUDE BERNARD;59118;BUSIGNY;public;69.1
2021-2022;LILLE;059;NORD;0590779B;ECOLE PRIMAIRE REGROUPEMENT PEDAGOGIQUE INTERCOMMUNAL CONCENTRE (RPC) DE CANTAING SUR ESCAUT;59125;CANTAING SUR ESCAUT;public;108.3
2021-2022;LILLE;059;NORD;0590783F;ECOLE PRIMAIRE LUCIE AUBRAC;59128;CAPINGHEM;public;118.1
2021-2022;LILLE;059;NORD;0590789M;ECOLE ELEMENTAIRE JOLIOT CURIE;59131;CAPPELLE LA GRANDE;public;91.9
2021-2022;LILLE;059;NORD;0590823Z;ECOLE PRIMAIRE JEAN MACE;59140;CAULLERY;public;84.1
2021-2022;LILLE;059;NORD;0590867X;ECOLE ELEMENTAIRE;59157;COUSOLRE;public;90.0
2021-2022;LILLE;059;NORD;0590879K;ECOLE PRIMAIRE;59161;CREVECOEUR SUR L ESCAUT;public;105.5
2021-2022;LILLE;059;NORD;0590886T;ECOLE ELEMENTAIRE JEAN BAPTISTE LEBAS;59163;CROIX;public;99.7
2021-2022;LILLE;059;NORD;0590888V;ECOLE PRIMAIRE LUCIE AUBRAC;59163;CROIX;public;89.3
2021-2022;LILLE;059;NORD;0590972L;ECOLE PRIMAIRE DES DEUX CHATEAUX;59184;EBBLINGHEM;public;88.5
2021-2022;LILLE;059;NORD;0591014G;ECOLE ELEMENTAIRE RPI 20;59454;OXELAËRE;public;95.3
2021-2022;LILLE;059;NORD;0591031A;ECOLE ELEMENTAIRE PAUL VAILLANT COUTURIER;59459;PETITE FORET;public;102.2
2021-2022;LILLE;059;NORD;0591102C;ECOLE ELEMENTAIRE JOLIOT CURIE;59206;ESCAUDOEUVRES;public;103.2
2021-2022;LILLE;059;NORD;0591127E;ECOLE PRIMAIRE;59219;ESTRUN;public;115.5
2021-2022;LILLE;059;NORD;0591151F;ECOLE ELEMENTAIRE MARIE CURIE;59225;FEIGNIES;public;84.1
2021-2022;LILLE;059;NORD;0591243F;ECOLE PRIMAIRE DES COBBERS;59257;FROMELLES;public;112.2
2021-2022;LILLE;059;NORD;0591264D;ECOLE ELEMENTAIRE RENE JOUGLET;59265;GOMMEGNIES;public;117.2
2021-2022;LILLE;059;NORD;0591277T;ECOLE ELEMENTAIRE JACQUES PREVERT;59271;GRANDE SYNTHE;public;75.4
2021-2022;LILLE;059;NORD;0591320P;ECOLE PRIMAIRE CELESTIN FREINET;59283;HARGNIES;public;111.5
2021-2022;LILLE;059;NORD;0591343P;ECOLE PRIMAIRE PASTEUR;59289;HAUSSY;public;91.1
2021-2022;LILLE;059;NORD;0591352Z;ECOLE PRIMAIRE AUGUSTE PERIER;59291;HAUTMONT;public;67.1
2021-2022;LILLE;059;NORD;0591382G;ECOLE ELEMENTAIRE BERTHELOT SEVIGNE;59350;LILLE;public;98.9
2021-2022;LILLE;059;NORD;0591395W;ECOLE ELEMENTAIRE VICTOR HUGO;59299;HEM;public;112.4
2021-2022;LILLE;059;NORD;0591417V;ECOLE PRIMAIRE DES GEANTS;59308;HONDEGHEM;public;117.0
2021-2022;LILLE;059;NORD;0591423B;ECOLE PRIMAIRE;59311;HONNECHY;public;75.8
2021-2022;LILLE;059;NORD;0591486V;ECOLE ELEMENTAIRE PASTEUR;59328;LAMBERSART;public;117.3
2021-2022;LILLE;059;NORD;0591507T;ECOLE PRIMAIRE ALICE COTTEAUX BLIN PERI;59339;LEERS;public;108.9
2021-2022;LILLE;059;NORD;0591524L;ECOLE ELEMENTAIRE JULES FERRY NIVEAU 2;59346;LEZENNES;public;111.4
2021-2022;LILLE;059;NORD;0591563D;ECOLE PRIMAIRE MADAME DE MAINTENON;59350;LILLE;public;90.9
2021-2022;LILLE;059;NORD;0591581Y;ECOLE ELEMENTAIRE MADAME ROLAND;59350;LILLE;public;89.1
2021-2022;LILLE;059;NORD;0591677C;ECOLE PRIMAIRE MARCEL VALCKE;59358;LOOBERGHE;public;98.0
2021-2022;LILLE;059;NORD;0591712R;ECOLE ELEMENTAIRE PAUL BERT;59367;LYS LEZ LANNOY;public;95.1
2021-2022;LILLE;059;NORD;0591717W;ECOLE ELEMENTAIRE EDMOND ROSTAND;59368;LA MADELEINE;public;101.9
2021-2022;LILLE;059;NORD;0591719Y;ECOLE ELEMENTAIRE VICTOR HUGO;59368;LA MADELEINE;public;95.6
2021-2022;LILLE;059;NORD;0591846L;ECOLE PRIMAIRE JEAN MICHEL DUJARDIN;59399;MERRIS;public;113.0
2021-2022;LILLE;059;NORD;0591907C;ECOLE PRIMAIRE LES DEUX SAULES;59422;NAVES;public;95.6
2021-2022;LILLE;059;NORD;0591928A;ECOLE ELEMENTAIRE SUZANNE CRAPET;59431;NIEPPE;public;87.0
2021-2022;LILLE;059;NORD;0591958H;ECOLE ELEMENTAIRE NELSON MANDELA;59447;ONNAING;public;81.3
2021-2022;LILLE;059;NORD;0591964P;ECOLE ELEMENTAIRE JOLIOT CURIE;59449;ORCHIES;public;104.8
2021-2022;LILLE;059;NORD;0591979F;ECOLE PRIMAIRE;59487;RADINGHEM EN WEPPES;public;141.2
2021-2022;LILLE;059;NORD;0592005J;ECOLE ELEMENTAIRE JEAN VILAR;59495;RECQUIGNIES;public;64.4
2021-2022;LILLE;059;NORD;0592011R;ECOLE ELEMENTAIRE JACQUES BREL RPI 4;59448;OOST CAPPEL;public;96.7
2021-2022;LILLE;059;NORD;0592028J;ECOLE ELEMENTAIRE PIERRE BROSSOLETTE;59507;RONCHIN;public;99.0
2021-2022;LILLE;059;NORD;0592057R;ECOLE PRIMAIRE JULES FERRY;59512;ROUBAIX;public;68.6
2021-2022;LILLE;059;NORD;0592080R;ECOLE ELEMENTAIRE EDOUARD VAILLANT;59512;ROUBAIX;public;91.9
2021-2022;LILLE;059;NORD;0592109X;ECOLE PRIMAIRE BOILEAU PASTEUR;59512;ROUBAIX;public;65.6
2021-2022;LILLE;059;NORD;0592124N;ECOLE PRIMAIRE DU RIDOIR;59519;RUMEGIES;public;116.2
2021-2022;LILLE;059;NORD;0592134Z;ECOLE ELEMENTAIRE RENE SOETARD;59522;SAILLY LEZ LANNOY;public;122.5
2021-2022;LILLE;059;NORD;0592137C;ECOLE ELEMENTAIRE YANN ARTHUS BERTRAND;59524;SAINGHIN EN WEPPES;public;100.7
2021-2022;LILLE;059;NORD;0592168L;ECOLE PRIMAIRE;59534;SAINT HILAIRE SUR HELPE;public;99.2
2021-2022;LILLE;059;NORD;0592173S;ECOLE PRIMAIRE;59536;SAINTE MARIE CAPPEL;public;115.0
2021-2022;LILLE;059;NORD;0592176V;ECOLE PRIMAIRE;59538;SAINT MOMELIN;public;88.2
2021-2022;LILLE;059;NORD;0592183C;ECOLE ELEMENTAIRE VANCAUWENBERGHE;59183;DUNKERQUE;public;79.1
2021-2022;LILLE;059;NORD;0592219S;ECOLE PRIMAIRE;59555;SARS POTERIES;public;82.7
2021-2022;LILLE;059;NORD;0592244U;ECOLE ELEMENTAIRE RPI 14;59567;SERANVILLERS FORENVILLE;public;111.0
2021-2022;LILLE;059;NORD;0592290U;ECOLE ELEMENTAIRE JEAN DE LA FONTAINE;59580;STEENVOORDE;public;102.0
2021-2022;LILLE;059;NORD;0592336U;ECOLE PRIMAIRE PIERRE BROSSOLETTE;59599;TOURCOING;public;81.7
2021-2022;LILLE;059;NORD;0592425R;ECOLE ELEMENTAIRE DU CARIOT;59606;VALENCIENNES;public;103.8
2021-2022;LILLE;059;NORD;0592429V;ECOLE ELEMENTAIRE RPI 9;59607;VENDEGIES AU BOIS;public;99.6
2021-2022;LILLE;059;NORD;0592436C;ECOLE PRIMAIRE GUTENBERG;59611;VERLINGHEM;public;116.2
2021-2022;LILLE;059;NORD;0592462F;ECOLE PRIMAIRE MARC ET OLGA CHOQUET;59619;VILLEREAU;public;125.4
2021-2022;LILLE;059;NORD;0592496T;ECOLE PRIMAIRE PASTEUR SEGUR;59636;WAMBRECHIES;public;109.0
2021-2022;LILLE;059;NORD;0592509G;ECOLE PRIMAIRE LAVOISIER;59650;WATTRELOS;public;87.1
2021-2022;LILLE;059;NORD;0592547Y;ECOLE PRIMAIRE JEAN MACE;59650;WATTRELOS;public;83.6
2021-2022;LILLE;059;NORD;0592559L;ECOLE ELEMENTAIRE ANNE FRANK;59653;WAVRIN;public;101.4
2021-2022;LILLE;059;NORD;0592670G;ECOLE PRIMAIRE FRANCOISE DOLTO;59163;CROIX;public;83.6
2021-2022;LILLE;059;NORD;0592672J;ECOLE ELEMENTAIRE PIERRE LOTI;59328;LAMBERSART;public;120.9
2021-2022;LILLE;059;NORD;0592682V;ECOLE ELEMENTAIRE HELENE BOUCHER;59410;MONS EN BAROEUL;public;101.1
2021-2022;LILLE;059;NORD;0592815P;ECOLE PRIMAIRE JACQUES BREL;59152;COMINES;public;89.5
2021-2022;LILLE;059;NORD;0592819U;ECOLE ELEMENTAIRE CHARLES PEGUY;59378;MARCQ EN BAROEUL;public;89.1
2021-2022;LILLE;059;NORD;0593518D;ECOLE ELEMENTAIRE JULIEN BEAUVILLAIN;59002;ABSCON;public;79.7
