Rentrée scolaire;Code région;Région;Code de l'académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;num_ligne
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59139;CAUDRY;0590819V;ECOLE ELEMENTAIRE PAUL BERT;public;74.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16790.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59139;CAUDRY;0590820W;ECOLE ELEMENTAIRE JEAN MACE;public;85.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16791.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59139;CAUDRY;0590821X;ECOLE ELEMENTAIRE JANSSOONE;public;78.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16792.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59140;CAULLERY;0590823Z;ECOLE PRIMAIRE JEAN MACE;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16793.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59131;CAPPELLE LA GRANDE;0590824A;ECOLE ELEMENTAIRE PASTEUR;public;80.3;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16794.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59141;CAUROIR;0590825B;ECOLE PRIMAIRE YVONNE PAGNIEZ;public;103.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16795.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59142;CERFONTAINE;0590826C;ECOLE PRIMAIRE CLAIR MATIN;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16796.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59143;LA CHAPELLE D ARMENTIERES;0590832J;ECOLE PRIMAIRE WEZ MACQUART;public;116.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16797.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59145;CHEMY;0590834L;ECOLE PRIMAIRE;public;124.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16798.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59146;CHERENG;0590836N;ECOLE PRIMAIRE JULES FERRY;public;108.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16799.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59148;CLAIRFAYTS;0590838R;ECOLE PRIMAIRE;public;84.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16800.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59150;COBRIEUX;0590842V;ECOLE PRIMAIRE;public;135.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16801.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59152;COMINES;0590846Z;ECOLE PRIMAIRE SIMONE VEIL;public;83.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16802.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59152;COMINES;0590847A;ECOLE PRIMAIRE LES COQUELICOTS;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16803.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59153;CONDE SUR L ESCAUT;0590853G;ECOLE ELEMENTAIRE CENTRE;public;64.3;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16804.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59157;COUSOLRE;0590867X;ECOLE ELEMENTAIRE;public;88.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16805.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59159;CRAYWICK;0590871B;ECOLE PRIMAIRE JEAN MARC BROQUET;public;94.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16806.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59160;CRESPIN;0590872C;ECOLE ELEMENTAIRE BLANC MISSERON;public;85.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16807.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59151;COLLERET;0590877H;ECOLE ELEMENTAIRE NIVEAU 2;public;97.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16808.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59161;CREVECOEUR SUR L ESCAUT;0590879K;ECOLE PRIMAIRE;public;98.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16809.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59162;CROCHTE;0590880L;ECOLE PRIMAIRE MARCEL AYME;public;105.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16810.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59163;CROIX;0590884R;ECOLE ELEMENTAIRE JEAN JAURES;public;112.3;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16811.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59163;CROIX;0590886T;ECOLE ELEMENTAIRE JEAN BAPTISTE LEBAS;public;104;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16812.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59163;CROIX;0590888V;ECOLE PRIMAIRE LUCIE AUBRAC;public;88.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16813.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59172;DENAIN;0590914Y;ECOLE ELEMENTAIRE MICHELET CHAPTAL;public;68.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16814.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59172;DENAIN;0590920E;ECOLE ELEMENTAIRE VOLTAIRE NIVEAU 2;public;69.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16815.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59172;DENAIN;0590921F;ECOLE ELEMENTAIRE EMILE ZOLA;public;62.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16816.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59172;DENAIN;0590924J;ECOLE ELEMENTAIRE DIDEROT NIVEAU 1;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16817.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59173;DEULEMONT;0590926L;ECOLE PRIMAIRE GUYNEMER;public;119.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16818.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59177;DOMPIERRE SUR HELPE;0590930R;ECOLE PRIMAIRE LES BOUTONS D OR;public;85.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16819.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59178;DOUAI;0590934V;ECOLE ELEMENTAIRE D APPLICATION BLANCS MOUCHONS;public;98.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16820.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59180;LE DOULIEU;0590954S;ECOLE PRIMAIRE MARGUERITE YOURCENAR;public;95.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16821.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59182;DRINCHAM;0590957V;ECOLE PRIMAIRE;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16822.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59183;DUNKERQUE;0590968G;ECOLE PRIMAIRE LUCIEN MAILLART;public;74.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16823.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59184;EBBLINGHEM;0590972L;ECOLE PRIMAIRE DES DEUX CHATEAUX;public;91.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16824.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59187;ECLAIBES;0590978T;ECOLE PRIMAIRE;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16825.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59191;ELINCOURT;0590985A;ECOLE PRIMAIRE;public;77;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16826.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59192;EMERCHICOURT;0590986B;ECOLE PRIMAIRE LOUIS ARAGON;public;95.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16827.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59195;ENGLOS;0590991G;ECOLE PRIMAIRE MAUD FONTENOY;public;117.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16828.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59196;ENNETIERES EN WEPPES;0590992H;ECOLE PRIMAIRE;public;126.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16829.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59197;ENNEVELIN;0590994K;ECOLE PRIMAIRE DANIEL DEVENDEVILLE;public;132.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16830.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59198;EPPE SAUVAGE;0590996M;ECOLE PRIMAIRE AUGUSTE HANON;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16831.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59453;OUDEZEELE;0591012E;ECOLE PRIMAIRE LE PETIT PRINCE;public;110;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16832.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59454;OXELAËRE;0591014G;ECOLE ELEMENTAIRE RPI 20;public;98.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16833.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59456;PECQUENCOURT;0591019M;ECOLE PRIMAIRE LANGEVIN WALLON;public;100.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16834.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59457;PERENCHIES;0591025U;ECOLE ELEMENTAIRE JULES FERRY NIVEAU 2;public;109.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16835.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59459;PETITE FORET;0591031A;ECOLE ELEMENTAIRE PAUL VAILLANT COUTURIER;public;100.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16836.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59183;DUNKERQUE;0591032B;ECOLE ELEMENTAIRE LA MEUNERIE;public;92.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16837.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59183;DUNKERQUE;0591036F;ECOLE ELEMENTAIRE DU TORPILLEUR;public;93.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16838.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59463;PITGAM;0591044P;ECOLE PRIMAIRE DESUDDE;public;84.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16839.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59466;PONT A MARCQ;0591051X;ECOLE PRIMAIRE GROUPE PHILIPPE LAURENT ROLAND;public;114.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16840.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59469;PRADELLES;0591055B;ECOLE PRIMAIRE JEAN JACQUES VANOOST;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16841.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59472;PREUX AU BOIS;0591062J;ECOLE PRIMAIRE LOUISE THULIEZ;public;94.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16842.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59475;PROUVY;0591068R;ECOLE ELEMENTAIRE MAURICE NOIRET;public;90;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16843.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59201;ERQUINGHEM LE SEC;0591080D;ECOLE PRIMAIRE GHISLAIN HENNIART;public;137.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16844.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59204;ESCARMAIN;0591085J;ECOLE PRIMAIRE JEAN MARIE FOSSE;public;114.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16845.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59205;ESCAUDAIN;0591088M;ECOLE ELEMENTAIRE VICTOR HUGO NIVEAU 2;public;81;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16846.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59205;ESCAUDAIN;0591095V;ECOLE ELEMENTAIRE MARCEL CACHIN;public;76.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16847.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59206;ESCAUDOEUVRES;0591102C;ECOLE ELEMENTAIRE JOLIOT CURIE;public;98.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16848.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59206;ESCAUDOEUVRES;0591103D;ECOLE ELEMENTAIRE JEAN BAPTISTE LEBAS;public;85.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16849.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59209;ESNES;0591108J;ECOLE PRIMAIRE;public;95.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16850.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59212;ESTAIRES;0591114R;ECOLE ELEMENTAIRE PREVERT PERGAUD;public;88.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16851.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59213;ESTOURMEL;0591115S;ECOLE PRIMAIRE CELESTIN FREINET;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16852.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59215;ESTREUX;0591120X;ECOLE PRIMAIRE DONAT GODIN;public;104.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16853.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59216;ESWARS;0591121Y;ECOLE ELEMENTAIRE RPI 26;public;97.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16854.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59219;ESTRUN;0591127E;ECOLE PRIMAIRE;public;113.3;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16855.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59220;FACHES THUMESNIL;0591128F;ECOLE ELEMENTAIRE LOUISE DE BETTIGNIES;public;116.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16856.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59225;FEIGNIES;0591148C;ECOLE ELEMENTAIRE JEAN LURCAT;public;87.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16857.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59225;FEIGNIES;0591149D;ECOLE ELEMENTAIRE LOUIS PERGAUD;public;81.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16858.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59225;FEIGNIES;0591151F;ECOLE ELEMENTAIRE MARIE CURIE;public;87.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16859.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59226;FELLERIES;0591156L;ECOLE PRIMAIRE;public;93;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16860.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59227;FENAIN;0591164V;ECOLE PRIMAIRE DU ROND POINT;public;73.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16861.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59009;VILLENEUVE D ASCQ;0591180M;ECOLE ELEMENTAIRE JEAN JAURES;public;124.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16862.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59241;FLOYON;0591197F;ECOLE PRIMAIRE LE CENTRE;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16863.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59246;FOREST EN CAMBRESIS;0591207S;ECOLE PRIMAIRE;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16864.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59247;FOREST SUR MARQUE;0591209U;ECOLE PRIMAIRE GEORGES BRASSENS;public;121.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16865.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59183;DUNKERQUE;0591210V;ECOLE ELEMENTAIRE ROGER SALENGRO;public;88.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16866.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59249;FOURMIES;0591218D;ECOLE ELEMENTAIRE GEORGES BRASSENS;public;75;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16867.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59249;FOURMIES;0591219E;ECOLE ELEMENTAIRE VICTOR HUGO;public;78.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16868.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59249;FOURMIES;0591220F;ECOLE ELEMENTAIRE JACQUES PREVERT;public;78.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16869.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59249;FOURMIES;0591221G;ECOLE ELEMENTAIRE CAMILLE DUBOCAGE;public;85.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16870.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59249;FOURMIES;0591222H;ECOLE ELEMENTAIRE PIERRE MENDES FRANCE;public;74.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16871.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59251;FRASNOY;0591226M;ECOLE PRIMAIRE RENE QUINCHON;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16872.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59252;FRELINGHIEN;0591228P;ECOLE PRIMAIRE PASTEUR;public;109.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16873.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59253;FRESNES SUR ESCAUT;0591231T;ECOLE ELEMENTAIRE LOUIS PASTEUR NIVEAU 2;public;76.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16874.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59253;FRESNES SUR ESCAUT;0591233V;ECOLE PRIMAIRE DANIEL FERY LE TRIEU;public;77.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16875.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59254;FRESSAIN;0591238A;ECOLE PRIMAIRE JEAN DE LA FONTAINE;public;102.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16876.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59255;FRESSIES;0591239B;ECOLE PRIMAIRE;public;91.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16877.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59257;FROMELLES;0591243F;ECOLE PRIMAIRE DES COBBERS;public;114.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16878.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59259;GHISSIGNIES;0591247K;ECOLE PRIMAIRE;public;128.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16879.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59265;GOMMEGNIES;0591264D;ECOLE ELEMENTAIRE RENE JOUGLET;public;121.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16880.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59267;GONNELIEU;0591268H;ECOLE ELEMENTAIRE NIVEAU 2 RPI 1;public;102.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16881.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59268;LA GORGUE;0591271L;ECOLE PRIMAIRE DU GRAND CHEMIN;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16882.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59269;GOUZEAUCOURT;0591272M;ECOLE PRIMAIRE;public;95.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16883.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59270;GRAND FAYT;0591274P;ECOLE PRIMAIRE DU KIOSQUE;public;83.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16884.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59271;GRANDE SYNTHE;0591277T;ECOLE ELEMENTAIRE JACQUES PREVERT;public;79.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16885.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59271;GRANDE SYNTHE;0591279V;ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE;public;81.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16886.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59271;GRANDE SYNTHE;0591281X;ECOLE ELEMENTAIRE JEAN MOULIN;public;71.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16887.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59273;GRAVELINES;0591293K;GROUPE SCOLAIRE MICHELET ISLANDAIS;public;85.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16888.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59275;GRUSON;0591302V;ECOLE PRIMAIRE PASTEUR;public;NS;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16889.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59278;HALLENNES LEZ HAUBOURDIN;0591307A;ECOLE ELEMENTAIRE ROGER SALENGRO;public;114.3;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16890.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59279;HALLUIN;0591311E;ECOLE PRIMAIRE JEAN MACE MARIA MONTESSORI;public;75.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16891.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59279;HALLUIN;0591313G;ECOLE ELEMENTAIRE MICHELET;public;99.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16892.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59280;HAMEL;0591316K;ECOLE PRIMAIRE;public;94.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16893.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59281;HANTAY;0591318M;ECOLE PRIMAIRE JEAN MACE;public;105.9;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16894.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59283;HARGNIES;0591320P;ECOLE PRIMAIRE CELESTIN FREINET;public;110.7;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16895.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59288;HAULCHIN;0591342N;ECOLE ELEMENTAIRE IRENE ET FREDERIC JOLIOT CURIE;public;92.8;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16896.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59289;HAUSSY;0591343P;ECOLE PRIMAIRE PASTEUR;public;90;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16897.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59291;HAUTMONT;0591347U;ECOLE PRIMAIRE VICTOR HUGO;public;70.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16898.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59291;HAUTMONT;0591350X;GROUPE SCOLAIRE GEORGES FONTAINE;public;70.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16899.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59291;HAUTMONT;0591352Z;ECOLE PRIMAIRE AUGUSTE PERIER;public;68.2;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16900.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59291;HAUTMONT;0591353A;ECOLE PRIMAIRE JULES FERRY;public;69.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16901.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59292;HAVELUY;0591360H;ECOLE PRIMAIRE DU CENTRE;public;78.5;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16902.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59293;HAVERSKERQUE;0591361J;ECOLE PRIMAIRE ANTOINE DE SAINT EXUPERY;public;103.1;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16903.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59297;HELESMES;0591377B;ECOLE PRIMAIRE JUSTIN GUIOT;public;99.6;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16904.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59350;LILLE;0591382G;ECOLE ELEMENTAIRE BERTHELOT SEVIGNE;public;104.4;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16905.0
2022-2023;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59299;HEM;0591389P;ECOLE ELEMENTAIRE JULES FERRY;public;87.3;119.3;102.9;105.4;117;93;97.8;118;94.3;99.8;16906.0
